microresnet_ghost_loss,microresnet_loss,microresnet_loss_alpha_0.3_temperature_2,microresnet_loss_alpha_0.3_temperature_4
2.052008361462742,2.003547315707292,0.7834209343966316,1.1701134958535508
2.055006771746194,1.9955476415736595,0.793882271822761,1.1703991694828433
2.054697283088704,2.010715157479581,0.7926175326032712,1.1692573056196618
2.0368813642150605,1.9964397380419088,0.792620912689687,1.1694363858693702
2.058122985808136,1.993727280660664,0.790683758990539,1.1756696818429795
2.053722425190079,1.9914468404886967,0.7926065368420633,1.1737219003765174
2.055540246122024,1.9956256187785315,0.7886017057901759,1.1687032421836463
2.055730772445269,1.998215662548914,0.7900310728860938,1.1755718290043609
2.050079553328512,2.002942305086824,0.7864439625416875,1.1820152127529349
2.0537920254270743,2.007030617550511,0.7903022227994622,1.1766372501392803
2.0480099870725668,1.9951768098279947,0.7928067641642392,1.1719339252128016
2.058155715008221,2.00317563272803,0.7944603331406098,1.175462869884413
2.050789236412634,1.9925818864037008,0.7948090544594523,1.1725258337872109
2.062427325017007,2.016865490647533,0.7893641635280131,1.177048926615654
2.057294451062332,2.003561197339421,0.7925235406517068,1.1764328708429166
2.0549877830173657,2.0077965451628352,0.7984062640563302,1.1733644950725233
2.0525239574939698,2.007166897854232,0.7948225498809229,1.1767679856866218
2.0586004351715905,2.0057353692896225,0.8004932911194804,1.1782896474499227
2.0539287377501387,2.0063030045965444,0.7900522965604387,1.179913774170839
2.049855477974543,2.0043132369170715,0.7947397317422931,1.1793752733398886
2.0522505538847744,2.010345678805085,0.7976416966799275,1.172984014081833
2.057539004803924,2.0105698791611224,0.7945245175105532,1.1757104072119573
2.059135216276359,2.006997734384464,0.7999018750837087,1.1857997052504887
2.0473939829775136,2.0118912635252,0.7930875484595823,1.1828482443719264
1.949006324533916,1.855007822556264,0.7105137899403682,1.0851455609816725
1.9097975590040008,1.8276563946853208,0.6937897738898197,1.062098617748836
1.900714331575672,1.8116236598900213,0.681699118574562,1.052083072455033
1.8987543009736043,1.8052400688990915,0.6815711670671888,1.051499039773136
1.9008418486246368,1.7951957496535746,0.6798732587900918,1.043416700094862
1.886371226566832,1.7829641320211502,0.6732850757706196,1.0412735227123855
1.8891263956304096,1.7965161736359072,0.6696208443330682,1.0379512660643633
1.8957830207122257,1.7910822343338482,0.6693024479062356,1.0368953203911062
1.8922869092058343,1.7822867991674285,0.6724951755817589,1.0368024636717403
1.883929651411598,1.7785556856018807,0.6622476685992287,1.03344842661982
1.892031613823093,1.7899683723059456,0.6685218971860988,1.0299962460232512
1.878900154472312,1.7813232576145843,0.6708291326185016,1.031597824505223
1.870343849787017,1.7830509971779631,0.666227072706003,1.0263361211323068
1.879394968757239,1.7797767314154778,0.6645038537966931,1.0297129062740393
1.870401268115129,1.7730901021786662,0.6643213704418953,1.0312419773062782
1.882480517067873,1.7906924141642382,0.6607206582718188,1.0247744408714803
1.8738928115581308,1.779017778003917,0.6580984548229696,1.0223967556453422
1.8648927894699605,1.7764384328861675,0.6563232493065202,1.0270536904749663
1.882741250650352,1.7760294477653016,0.6532138366528484,1.0209794425598495
1.8776375113240893,1.780346657613964,0.6612821183241236,1.0211445070288676
1.87737340603948,1.773579022158747,0.6612473880238545,1.0282357722292166
1.8702476896593327,1.7646138814404189,0.656955266166526,1.0284434727695593
1.873410627055351,1.7638971637886809,0.6589442742297716,1.0224085869386679
1.874938727644704,1.7735801858975149,0.6556232969474305,1.0172551830711267
1.8727758933821,1.7722389999862826,0.6554668391756999,1.018883181502447
1.8650830956676123,1.761577151925363,0.659817539136428,1.0219491608917255
1.8641186385508388,1.7615312002503964,0.6499221491844148,1.0229940239120932
1.864765750477686,1.7693029462224077,0.6509058691961381,1.0154119094314478
1.8737220852576253,1.7705803752860143,0.6502695485301639,1.0223785847654123
1.8610594239076383,1.761375378769682,0.6519303488761873,1.0205954671515833
1.8701667087462248,1.7691491461166031,0.6528804113188058,1.018399418467451
1.8609048423864647,1.7491882414464146,0.6505642568363863,1.0186091672124156
1.870927447248298,1.763253708324774,0.6507223929895465,1.0202618858698385
1.858252907957872,1.761234526134208,0.6550438315667155,1.0130801490505639
1.858828772059487,1.757536792084384,0.6488834117227198,1.0210442186316566
1.865047192939407,1.757973456931541,0.6474878395457402,1.017034569817126
1.858398796652284,1.760493539483346,0.6511281237882727,1.0154356252201988
1.8620168677986129,1.7536909976578734,0.6478303890399006,1.0154714386176575
1.8597406081836243,1.763843399179561,0.6503107899137776,1.0148298720569562
1.8615543769143728,1.7596656303576497,0.6516011880944147,1.0108715945192615
1.8530757692463868,1.7447959370625294,0.6375135671909508,1.0015037604000256
1.830101019281256,1.7331813948843486,0.6350255347121402,1.004125047980062
1.8470513183442527,1.7387505632532223,0.6349349345849908,0.9946689168205651
1.8377951584813537,1.739536795164923,0.6396515425818655,0.9987221866312539
1.8397616087018376,1.7341954357483809,0.6351095146077979,1.0012363166455418
1.8365238627509388,1.7332905497392426,0.6296833855721652,0.9956598101979326
1.8425556555428468,1.7309421096616389,0.631187244830534,0.9988222462137032
1.8378071891682228,1.7321347757373624,0.6355970786203204,0.9932846538246135
1.8399164115681368,1.7351686573394425,0.6305038183546432,0.9958766244561471
1.8346588303670857,1.7209016035889726,0.6296170588649447,0.9932604799490146
1.8330560541518808,1.7290566290735894,0.6305876506106628,0.9992504766225205
1.838522299476292,1.7285290703444225,0.6318240514801591,0.9930955740192052
1.8360195711750509,1.733685071511037,0.6296372191070596,0.9954866675464699
1.836342760668996,1.7194899159014378,0.634939827653758,0.9936564183601028
1.830764237267282,1.7261229948619443,0.6328420597116661,0.9967011475502072
1.8345951573623112,1.7311670380785031,0.63076755960884,0.9924934483550089
1.8332252917082408,1.7173497585384436,0.6332657097855492,0.9933539973500439
1.8381922534664568,1.725903924468838,0.6282021862923947,0.9942966243799995
1.842834171431753,1.7271715366017175,0.6272949274543607,0.9928837801184496
1.8319687355509804,1.725198145412728,0.6331646379150088,0.9917216209499428
1.8341452505277551,1.7235602295917014,0.6246386889149161,0.9955394784812732
1.8305107315483,1.7250391866849817,0.6266533319297654,0.9920067721620545
1.82821086849398,1.723401971790187,0.6344519989264895,0.9935646162313574
1.8424672949344605,1.7283707036996436,0.62602737141997,0.9976353236781362
1.841870656403739,1.7216976347481807,0.6330831425879008,0.9921105926299034
1.8343361451497773,1.723675596744508,0.6360863182703247,0.992724841665429
1.836647675470318,1.7317379405126547,0.6331979710122814,0.994289620605576
1.829190119148216,1.7285456157401395,0.6340271838943062,0.9963418039519464
1.8298965537029763,1.7365275002501506,0.6331518389227445,0.9909661785720865
1.834318108265967,1.7321367349161212,0.6291765671251984,0.9942080896833668
1.841310446524559,1.7359823226318944,0.6300533936761529,0.9933560072918377
1.8403004999355888,1.7258958654940282,0.6286422254331886,0.9955893099460456
1.8391882873252223,1.7255041520004075,0.624984813696893,0.9922079986623485
1.841942643570473,1.718693785350341,0.6288114038422284,0.992258489284369
1.8313423129908568,1.7222426340098271,0.6272012021230615,0.988640479876867
1.840644614166006,1.7202383871273617,0.6278465041114242,0.9885123379700019
1.8350592949201383,1.7236274057032202,0.6241653004418248,0.98777978286109
1.8300147919398744,1.723984268010425,0.6266741806741261,0.9895265247205944
1.837091738305738,1.7280146060392374,0.6306042682636729,0.9941693370604454
1.8301563705019936,1.7292299746247508,0.6329130803989937,0.988639532452654
